Marital status,Application mode,Application order,Course,Daytime/evening attendance	,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
1,15.34930236799299,1,9556.0,1,1,121.65069763200701,1,37.0,37,5,5,114.3868045718531,1.0,0,0.0,1,0,0.16506976320070088,32.66027905280281,0,0,7,7,0,1.617683679366868,0,0,7,7,0,0.0,0,15.622255828797545,0.8612371948823827,-1.0487544152965467,Dropout
1,1.0,1,9670.0,1,1,124.98440218070355,1,19.0,1,7,4,122.5235706854474,0.015597819296447879,0,0.015597819296447879,1,1,0.0,20.98440218070355,0,0,5,6,4,11.179664852695048,0,0,5,5,4,11.00935869157787,0,9.4,-0.8,-3.12,Dropout
1,17.525690182302686,2,9077.11464726546,1,1,127.35966255223761,1,1.0,1,5,6,118.3644171667372,0.0,0,0.0,0,0,0.0,18.94861963539463,0,0,5,6,2,11.288535273454029,0,0,5,6,1,11.632413088682053,0,8.546242328144835,0.8126533801708682,-1.4883742271212392,Dropout
1,17.171679285848302,2,9254.0,1,1,106.8283207141517,1,13.201755000938125,22,5,5,103.34937371471457,1.0,0,0.0,1,0,0.1716792858483035,20.171679285848302,0,0,6,14,1,10.085839642924151,0,0,6,11,0,1.8884721443313386,0,10.559648999812376,1.022305571133732,0.9056386707772449,Dropout
1,44.0,1,9121.995380591714,1,39,160.0,1,2.455385346961262,37,2,3,160.0,0.27230732651936895,0,1.0,0,0,0.0,27.267687918232426,0,2,6,6,3,14.910770693922524,0,1,6,7,2,15.636923565548532,0,9.853075642817792,1.154923406132568,3.041631398386685,Dropout
1,1.0,1,9254.0,1,1,132.98160932345255,1,18.871265264167732,9,0,0,121.55885016495189,1.0,0,0.0,1,0,0.9816093234525333,19.981609323452535,0,0,5,11,0,0.0,0,0,5,11,0,0.0,0,7.6,2.6,0.32,Dropout
1,39.0,1,9991.0,0,1,129.14298806560498,1,2.828597613120998,1,3,3,118.40032076073223,0.085701193439501,0,0.0,0,1,0.0,28.85701193439501,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.374335464929896,3.502887255089148,-1.2534967821801999,Dropout
1,17.0,3,9773.0,1,1,118.64674675132957,1,37.88224891710986,16,9,8,117.99384718448563,0.11775108289014113,0,0.11775108289014113,0,0,0.0,19.0,0,0,6,7,3,11.259812589848341,0,0,6,0,0,0.0,0,15.134971643040563,2.529172509352675,-3.371156165092674,Dropout
1,1.0,1,9254.0,1,1,123.27045057345724,1,37.0,37,6,6,118.40779018751174,0.5765164755142536,0,0.0,0,0,1.0,19.576516475514254,0,0,6,9,4,11.144129118878563,0,0,6,9,3,11.700352385965925,0,9.082192335700112,1.7530329510285072,1.0399219916257691,Dropout
1,40.096220882748824,1,9556.0,1,1,125.48110441374412,1,37.0,37,9,5,143.97078514488146,0.274055220687206,0,0.0,0,0,0.0,45.06700602763029,0,0,7,14,4,7.4409339879561385,1,0,7,12,2,8.166878767268933,1,12.179295080694308,3.0696729924194264,-0.7572500408360113,Dropout
1,1.0,1,9147.0,1,1,132.79568596729467,1,19.0,19,6,4,128.90835600503158,1.0,0,0.0,1,0,0.0,22.445821997484206,0,0,5,7,3,10.481940665466881,0,0,5,9,2,10.594429328492868,0,8.402479595471572,1.0842052085536977,-1.2136276713456708,Dropout
1,43.0,1,171.0,1,1,140.0,1,37.0,37,8,8,141.18517067960366,1.0,0,0.0,1,0,0.0,29.468465048574235,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.31198854369261,0.6331248543741013,0.045903087390060104,Dropout
1,39.68103278517119,1,9085.0,1,10,133.1,1,34.0,34,99,99,127.6892254111216,0.0,0,0.8297418037072016,0,0,0.0,25.97845082224321,0,0,5,4,0,0.0,0,0,5,4,0,0.0,0,7.6,2.6,0.32,Dropout
1,4.302740348169651,3,9500.0,1,1,139.2064212717606,1,2.587157456478794,1,4,1,126.97017997727484,1.0,0,0.0,1,1,0.2064212717606032,18.0,0,0,7,13,5,12.376879102164382,0,0,8,14,5,12.394834476901972,0,10.861926381528182,1.2348629825915174,1.7977979560929689,Dropout
1,39.04398331463392,1,9130.0,1,8,133.1,1,33.63713765427014,35,0,90,107.673734092804,0.010995828658480478,0,0.0,1,0,0.010995828658480478,28.912033370732157,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
1,8.368856300688073,1,9240.190170081101,1,2,129.5893431097936,1,1.0,1,4,9,125.31901700811008,0.13688563006880727,0,0.8631143699311927,0,0,0.0,26.315571849655964,0,0,5,7,0,0.0,0,0,5,5,0,0.0,0,15.679834605738531,0.32737712601376145,-0.5490399425135324,Dropout
1,42.60007456739242,1,9556.0,1,1,139.31012862875193,1,37.099981358151894,37,8,8,125.35049400897478,1.0,0,0.0,0,0,0.0,31.20014913478484,0,0,7,6,0,0.0,6,0,7,7,0,0.0,6,10.8,1.4,1.74,Dropout
1,1.0,1,171.0,1,1,121.1172305429376,1,37.0,37,9,3,117.37726196841855,1.0,0,0.12610992243748476,0,0,0.12610992243748476,20.378329767312454,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,39.0,1,9500.0,1,1,114.02586897829691,1,37.0,37,9,6,111.96499599258779,0.0,0,0.0,1,0,0.0,38.987065510851544,0,0,7,7,0,0.0,0,0,7,2,0,0.0,0,12.048019383272045,0.715602273689524,1.357542447061793,Dropout
1,3.39689883739808,2,9244.391730233061,1,1,114.20361802303557,1,19.0,19,6,6,114.20361802303557,0.6005168604336534,0,0.6005168604336534,1,0,0.0,25.391730233061544,0,0,6,2,0,0.0,0,0,6,2,0,0.0,0,13.918035930352117,0.42010337208673065,0.7074006917752006,Dropout
1,17.0,1,9670.0,1,1,133.01955990544494,1,19.0,25,5,5,129.66797066036298,0.0,0,0.0,1,0,0.6650366745462555,18.665036674546254,0,0,6,6,5,11.970415648543613,0,0,6,6,3,8.728606353419604,0,11.436430318362115,2.1704156485436124,0.5877261604391191,Dropout
1,17.0,1,9130.0,1,1,124.6492574427531,1,19.0,16,3,8,129.35150998093957,1.0,0,0.1753712786234496,1,0,0.1753712786234496,19.0,0,0,5,10,1,8.65860157445378,1,0,5,8,0,0.0,2,10.238811908404962,1.6104455343481394,1.4909727843547016,Dropout
1,42.08558805407504,1,9119.941468594825,1,1,138.2882389184992,1,2.91441194592496,3,3,2,132.43600246457945,1.0,0,0.0,0,1,0.0,22.0,0,0,5,0,0,0.0,0,0,4,0,0,0.0,0,10.8,1.4,1.74,Dropout
1,10.880901076834757,1,9773.0,1,1,135.41877052489207,1,1.8375410497841462,1,3,3,129.46498358008634,0.4187705248920731,0,0.0,1,0,1.0,18.41877052489207,0,0,6,6,6,13.225027368460196,0,0,6,6,5,11.986882523856329,0,13.202524629870487,2.0249179004317077,-0.6572613930187379,Dropout
2,39.0,1,8014.0,0,1,133.1,1,37.383138528249496,37,7,8,146.96744588700201,0.0,0,0.0,1,0,0.0,38.214523810744474,0,0,6,8,4,12.345784632062374,0,0,5,6,1,4.469949497521266,0,13.054006494072436,0.48505844152515076,0.8935727269464775,Dropout
1,40.924329178868646,1,9670.0,1,3,159.62164589434326,1,34.0,34,0,0,109.21297855569894,0.5189177052828375,0,0.0,1,1,0.0,30.32974065245446,0,0,5,5,0,6.7351521260402745,0,0,5,5,0,0.0,0,8.465948130490892,0.9643201979616478,-1.334923093827039,Dropout
1,6.718204199349669,1,9991.0,0,2,130.0,1,37.0,37,9,9,129.44110499537683,0.0,0,0.046965966775055046,0,0,0.0,31.28179580065033,0,8,8,8,8,13.55426180374803,0,4,5,4,4,12.198835625279296,0,12.7,3.7,-1.7,Dropout
1,1.0,2,9500.0,1,1,140.6651334750243,1,1.3325667375121588,22,6,6,129.75034496811952,1.0,0,0.0,1,0,0.0,18.0,0,0,7,8,7,12.882398510959243,0,0,8,8,8,13.954184861000517,0,15.616398358129256,2.384291578109801,-3.5378702221059104,Dropout
1,43.0,1,9003.0,1,1,119.73803361642636,1,37.0,37,6,8,119.73803361642636,0.7380336164263704,0,0.26196638357362956,1,1,0.0,34.80853786282193,0,0,6,7,0,0.0,0,0,6,8,1,8.118369780690076,0,16.01662353149846,0.9549159589340737,-1.7425744444211966,Dropout
1,17.0,2,9119.910785347176,1,1,137.50320799244923,1,2.9172013320748738,2,3,3,125.59871680302031,0.9172013320748735,0,0.0,1,1,0.0,18.917201332074875,0,0,5,9,3,13.222935106375827,0,0,5,9,4,10.867298113169925,0,9.08215706943528,1.3337610656598988,3.3866299847915613,Dropout
1,40.58739156213445,1,9500.0,1,8,133.1,1,35.809456328399165,36,5,4,115.36805377425085,0.3968478905336118,0,0.0,1,0,0.0,28.809456328399165,0,0,7,2,0,0.0,2,0,7,2,0,0.0,2,11.399858289638246,0.8508588825474743,0.6034814914492025,Dropout
1,13.074414245098865,4,9250.074414245099,1,1,114.73604732904397,1,33.3383669160549,1,5,8,109.62267455484066,0.24534910968132095,0,0.24534910968132095,0,0,0.0,18.75465089031868,0,0,5,3,0,0.0,0,0,5,7,0,0.0,0,10.873604732904397,1.2037207122549431,1.8086977507107698,Dropout
1,13.107043859580234,1,8014.0,0,1,135.72506929829385,1,26.00732105275558,5,6,4,127.60270096505212,0.6107043859580235,0,0.0,0,0,0.6107043859580235,21.725069298293835,0,0,5,9,2,7.02310043851727,0,0,5,10,3,7.02310043851727,0,9.4,-0.8,-3.12,Dropout
1,39.0,1,9003.0,1,1,133.1,1,1.0,37,5,7,115.773874735414,0.0,0,0.0,1,1,0.0,30.4226125264586,0,0,5,11,2,10.242810190501922,0,0,5,16,0,0.0,0,16.2,0.3,-0.92,Dropout
1,4.865963701210305,1,8014.0,0,2,128.5773091341402,1,35.93298185060515,36,0,3,134.41034168416536,0.0,0,0.0,0,0,0.0,29.422690865859796,0,0,6,7,0,7.087600118885559,0,0,6,0,0,0.0,0,10.88606914602876,3.3087600118885563,-0.9815411127408027,Dropout
1,5.495265517052072,1,9254.0,1,1,127.84286228444726,1,19.0,19,4,6,120.95285868533418,0.2809540948157545,0,0.7190459051842455,0,0,0.2809540948157545,20.87618362073698,0,0,6,9,3,10.719045905184245,0,0,6,10,0,0.0,0,11.333812780149934,2.0461944180762353,0.7735179138338044,Dropout
1,40.48560857811587,1,9238.0,1,41,158.115131375073,1,13.65180911878285,32,6,7,149.9623929284961,0.0,0,0.297121715623175,0,1,0.0,31.21726970626095,0,0,6,6,1,3.44661190122883,0,0,5,6,1,3.5654605874781002,0,10.385608578115875,0.8948930834406024,2.701828933504964,Dropout
1,39.0,1,9003.0,1,11,133.1,1,37.0,37,6,9,105.66404640296898,0.0,0,0.5664046402968972,0,0,0.0,41.73438143881241,0,1,7,11,4,12.236326032385966,0,0,6,12,2,12.755206185174515,0,13.007819582693653,1.553909791346826,-0.6162597869948647,Dropout
1,17.0,1,9119.0,1,1,131.7126048263892,1,1.9521008043981993,1,6,6,120.57966370023172,0.47605040219909966,0,0.5239495978009003,0,1,0.0,20.0478991956018,0,0,5,9,2,12.110784270211065,0,0,5,8,2,11.142962198350675,1,8.21886552285883,2.0287395173610805,1.8386007830151279,Dropout
2,39.0,1,9085.0,1,1,132.0573806126242,1,34.0,22,0,0,128.2,0.0,0,0.0,1,0,0.0,25.0,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout
3,39.0,1,9238.0,1,19,133.1,1,37.0,37,9,9,103.5,0.0,0,0.0,0,0,0.0,43.873659478649515,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,14.001072417080387,-0.10417219190674976,0.4836242357250766,Dropout
1,13.453725652574255,1,9853.0,1,1,118.3954325832615,1,19.0,37,7,4,112.57680280828305,1.0,0,0.7325720972102503,0,0,0.0,19.0,0,0,7,10,4,11.745372565257425,0,0,7,11,0,2.807992979292372,0,13.416226030601049,0.44651441944205006,1.065270383439778,Dropout
1,17.0,1,9085.0,1,1,111.36434416449832,1,15.131073185366379,15,5,9,106.44285012663924,0.7850596214092432,0,0.7850596214092432,0,0,0.7850596214092432,20.785059621409243,0,0,5,14,2,12.462649053523108,0,0,5,8,0,2.6509313352361987,0,13.801971009133021,2.7570119242818487,-3.118561141772485,Dropout
1,44.0,1,9003.0,1,39,140.0,1,19.0,37,9,9,140.0,0.0,0,0.0,1,0,0.0,19.06236627012257,0,0,6,14,3,13.169443567862292,0,0,6,9,1,12.0,0,13.949893016098056,-0.20333228131001752,0.6387617949527694,Dropout
1,5.196224708797201,3,9773.0,1,1,126.73773595570017,1,1.0,19,4,5,120.03283033798024,1.0,0,0.0,1,0,0.0,18.0,0,0,5,5,1,7.377359557001749,0,0,2,0,0,0.0,0,12.621320786710053,2.86075505824056,-0.7846984853936103,Dropout
1,7.478753108795923,2,171.0,1,1,127.35570137630229,1,19.0,16,7,9,131.82259227332193,1.0,0,0.5950779307002548,1,0,0.0,20.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,14.013420825781376,0.7454142762297197,0.15709270433732203,Dropout
1,50.382890238189,1,9670.0,1,18,133.1,1,1.9485741865157498,1,3,9,119.63487672426183,0.0,0,0.9485741865157497,1,0,0.0,31.588593492125998,0,0,6,14,2,11.982858062343336,0,0,6,7,0,0.5399710415846286,0,11.362271648769676,0.5845722559547248,1.868808108356304,Dropout
1,17.0,1,9238.0,1,1,138.4890987416037,1,1.0,40,4,5,125.20436050335852,0.49636624720123634,0,0.49636624720123634,0,0,0.5036337527987637,18.99273249440247,0,1,7,9,4,12.997577498158382,0,0,6,6,2,11.996366247201236,0,10.813808260635302,2.5583576314371568,0.8860681479184416,Dropout
1,39.0,1,33.0,1,1,127.81864132081125,1,26.659985870579106,22,9,7,119.36216761749549,0.0,0,0.4031571510831108,1,1,0.0,29.031571510831107,0,0,7,11,1,8.952642733753338,0,0,7,10,1,6.863692762544226,0,11.875895703591956,0.5403157151083111,1.8827261447491155,Dropout
1,13.657561091830392,3,9500.0,1,1,145.32604887346432,1,1.6684877816339216,19,3,7,133.4755901300062,0.6657561091830392,0,0.0,1,0,0.0,21.673951126535687,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,12.4,0.5,1.79,Dropout
1,2.3745267775250687,1,9130.0,1,1,134.62547322247494,1,23.123580332575205,20,90,8,133.00655759460872,0.7709122037458219,0,0.0,0,1,0.0,24.81084372133774,0,0,5,7,3,10.021858648695686,0,0,5,10,2,9.250946444949863,2,10.8,1.4,1.74,Dropout
1,39.0,1,9991.0,0,1,111.06598253133772,1,37.0,37,7,7,134.34771266316184,0.0,0,0.0,1,0,0.1065982531337718,30.746187771936402,0,0,5,7,5,11.570557205014035,0,0,5,6,4,13.631133918244753,0,11.375630566922368,1.282741921552851,1.456448646664167,Dropout
2,39.0,1,9991.0,0,19,133.1,1,20.352480071244557,17,4,4,149.12088795369104,0.0,0,0.0,0,1,0.0,48.624311091320955,0,0,5,8,2,11.02504592699481,0,0,5,5,1,11.010733968604722,0,15.379779549222706,2.5670728766189925,-3.6955817585813273,Dropout
1,39.0,1,9003.0,1,1,130.0,1,17.097321293425225,17,9,9,121.65804858715802,0.0,0,0.0,1,0,0.0,24.728188756203604,0,0,6,6,0,0.0,0,0,6,7,0,0.0,0,11.453354616935316,0.5728188756203603,1.9574834139268287,Dropout
1,17.0,3,9245.9278610593,1,1,129.5405781541442,1,37.5045086837938,37,9,8,124.31532952489893,0.49549131620619846,0,1.0,0,0,0.0,20.5045086837938,0,0,6,9,4,11.792042388634455,0,0,6,8,5,13.183483624444763,0,12.512624314622645,0.14594218458557856,1.3994543189336242,Dropout
3,39.0,1,9130.0,1,6,133.1,1,2.688402396427736,1,5,5,113.11597603572264,1.0,0,0.31159760357226396,0,0,0.688402396427736,29.376804792855474,0,0,6,8,0,3.427573639294904,0,0,6,13,1,10.155798801786132,0,12.689147778218546,0.5065207189283207,1.1039030454975438,Dropout
1,43.0,1,9991.0,0,1,120.0,1,37.0,37,9,9,118.17372517786427,0.0,0,0.4348273386037462,0,0,0.0,33.65172661396254,0,6,10,12,6,11.255939246291291,1,5,9,9,5,11.695517984188761,0,10.834930217392362,1.156723023716858,-2.5025451791826803,Dropout
1,13.811165434935184,4,9081.303969501414,1,1,119.76798983380446,1,4.507195933521786,3,1,2,111.11151349363486,1.0,0,0.0,1,0,0.0,21.492804066478215,0,0,5,11,0,2.7720228739399517,2,0,5,6,0,0.0,0,11.443349630480554,3.4289577634369826,-1.2022678928570043,Dropout
1,39.0,1,9991.0,0,1,141.808976823258,1,3.0,2,2,3,155.39247394004613,0.8191023176741997,0,0.0,1,0,0.0,33.5528185413936,0,0,1,1,0,0.0,0,0,5,1,0,0.0,0,11.089436291721281,1.2371920859067798,1.74904488411629,Dropout
1,2.2035047261861243,1,9085.0,1,1,133.9970793948449,1,3.0,2,1,1,132.87789716428833,0.7994158789689793,0,0.0,0,0,0.0,23.203504726186125,0,0,5,11,3,14.078481285319345,2,0,4,6,3,10.192552456854486,1,9.68081776944343,-0.35871493373175456,-2.1451611717892396,Dropout
1,44.0,1,9003.0,1,39,140.0,1,37.0,37,7,4,140.0,0.0,0,0.0,1,1,0.0,25.190159995474744,0,0,6,13,2,11.652651764572786,0,0,6,15,2,12.69987216002134,0,13.560153410753179,0.43893929417088534,0.9626274360154964,Dropout
1,7.0,1,9134.62646733291,1,3,140.0,1,34.81643541168989,34,2,2,140.0,0.0,0,0.0,1,0,0.0,24.455709725540075,0,0,5,6,0,0.0,2,0,5,6,0,0.0,2,9.92913556086412,1.7265741646759551,1.3535539051334529,Dropout
1,47.68792399817821,1,9085.0,1,40,140.0,1,30.214382670512656,37,6,9,139.26241520036436,0.0,0,1.0,0,0,0.0,20.409769333130914,0,3,7,13,5,13.307326999848184,0,2,7,13,5,12.491723199757095,0,13.208683868144336,0.7507462664440042,0.8952781457699439,Dropout
1,10.663373526560644,1,9147.0,1,2,124.72875804991435,1,35.91707830917992,35,5,5,120.54146084541004,0.3609738969400268,0,0.0,0,0,0.0,47.614678679559304,0,12,15,17,12,11.701407361693338,0,9,14,15,9,12.338900653777106,0,8.750246985507951,0.4273112495960911,-1.878249794526308,Dropout
1,39.36632829330654,1,9991.0,0,2,139.08417926673366,1,3.0,2,2,2,153.3463407155055,0.9084179266733658,0,0.0,1,1,0.0,34.81683585334673,0,0,1,1,0,0.0,0,0,5,0,0,0.0,0,10.974005939320605,1.6106387686512584,1.4249576677563784,Dropout
1,17.0,1,9147.0,1,1,115.08268642453775,1,17.51164435832037,37,4,6,113.04056692171419,1.0,0,0.0,0,0,0.0,19.0,0,0,5,7,2,12.355298757058925,0,0,5,12,1,10.917313575462243,0,9.772088910419907,-0.7586567877311214,-2.7966960800573695,Dropout
1,44.0,1,9130.0,1,39,138.6318136908104,1,3.8631813690810386,3,2,8,138.6318136908104,1.0,0,0.0,0,0,0.0,20.13681863091896,0,1,5,8,2,11.744318984370224,0,0,5,12,2,11.56840931545948,0,13.178865208216365,3.2348166548755315,-1.5932814678832101,Dropout
1,17.0,3,9070.0,1,1,116.54738910797117,1,37.9502373538208,37,9,9,109.51255525564574,0.04976264617919757,0,0.0,1,0,1.0,23.099525292358393,0,0,6,6,5,13.179898504446683,0,0,6,7,3,12.596169587746928,0,11.179620233886716,0.7542642031555125,1.834882956213385,Dropout
1,39.0,1,9670.0,1,10,127.25732437425077,1,34.0,34,0,0,101.78402309183183,1.0,0,0.0,0,0,0.0,25.661982681126133,0,0,5,8,1,11.892011545915912,0,0,5,8,3,10.9640038489986,0,7.6,2.6,0.32,Dropout
1,43.0,1,9670.0,1,1,135.74053171535448,1,3.0,19,1,6,123.00014109213572,0.8148670711613804,0,0.0,1,0,0.0,21.44460121348414,0,0,6,9,0,0.0,0,0,6,4,0,0.0,0,16.070406949812966,0.7628323220965492,-1.5013173965532656,Dropout
2,39.0,1,9991.0,0,1,126.0010975893435,1,37.0,37,9,9,133.01676037895135,0.5419009473783581,0,0.45809905262164186,0,1,0.0,37.95528768408134,0,0,5,6,0,0.0,0,0,5,7,0,0.0,0,9.79887545258388,1.637991989494552,0.9934056073538136,Dropout
1,17.0,1,9119.0,1,1,128.3482958663933,1,1.0,2,3,2,122.5934266748045,0.12705416412359172,0,0.0,1,1,0.0,18.127054164123592,0,0,5,10,1,10.127054164123592,0,0,5,7,0,0.0,0,9.615992079010105,-0.6221241702269716,-2.4669415964047388,Dropout
1,39.0,1,9991.0,0,2,132.6777511359044,1,3.0,1,1,7,158.8485670115611,0.2677751135904388,0,0.0,1,0,0.0,31.338875567952194,0,0,3,3,3,10.690483341579593,0,0,5,3,3,11.276263250707242,0,12.191227284178165,3.0841172387419906,-0.7788536092488905,Dropout
1,39.7737554085542,1,9991.0,0,1,134.43472807975598,1,37.0,37,8,8,112.52420724122284,0.19343885213855028,0,0.0,0,0,0.0,28.6131222957229,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.522964017515074,0.957692097271071,-1.070882304668069,Dropout
1,6.459466132628522,1,9670.0,1,1,127.76385472964319,1,24.11824949933924,1,7,3,125.32973306631426,0.34121663328928264,0,0.34121663328928264,0,1,0.0,21.682433266578567,0,0,5,6,3,7.356414263798955,0,0,5,5,2,7.246617033817891,0,8.785810060079292,0.36013655318356097,-1.9462147814848676,Dropout
1,40.538617177410735,1,9130.0,1,39,150.0,1,1.615446870964295,2,3,3,150.0,0.0,0,0.0,0,1,0.0,26.153659387107115,0,0,5,7,0,0.0,0,0,5,7,0,6.922765645178525,0,15.122967975812482,1.3462596806393017,-1.1600242796760751,Dropout
3,39.0,1,9082.73793477348,1,1,134.03498696029502,1,34.603217393738724,34,0,0,126.5863934717489,0.0,0,0.0,1,0,0.0,25.45241304530404,0,0,5,4,0,0.0,0,0,5,4,0,0.0,0,8.323860872486467,2.2833108682871703,0.5416823921989806,Dropout
1,17.0,1,9254.0,1,1,127.25365190254895,1,37.0,37,5,6,122.0517927521604,1.0,0,0.0,1,1,0.0,27.253651902548956,0,0,6,16,2,10.124834004429593,0,0,6,14,2,11.499778670071684,0,8.398937628349396,2.300398389368977,0.6745285725800441,Dropout
1,40.53172510907058,1,9124.383674600074,1,1,146.93654978185884,1,26.65862554535289,26,1,1,124.63896211825298,0.0,0,0.0,0,1,0.0,24.362524527360826,0,0,4,8,1,10.48942496364314,0,0,5,7,1,11.836858347083703,0,10.114805050899603,0.3232650799850907,-0.638605323305663,Dropout
1,1.0,1,171.0,1,1,150.65451330183524,1,2.5575811163607955,1,4,2,133.39179647873877,0.7787905581803978,0,0.0,1,0,0.0,20.336371674541194,0,4,9,9,6,10.805718994753018,0,3,8,10,7,9.89064008889105,0,9.740595878914489,1.908781716185085,2.357498808119872,Dropout
1,17.0,3,9670.0,1,1,125.80268812794635,1,1.2219758560603537,1,4,6,115.10504366157419,0.012331992003352998,0,0.0,0,0,0.012331992003352998,18.987668007996646,0,0,6,7,3,12.661528339957496,0,0,6,10,4,13.098794516992875,0,10.823430784806371,1.4283635816077118,1.6975779475084656,Dropout
1,39.0,1,9500.0,1,2,139.61400944383763,1,37.05594066031339,35,8,6,133.2027727542564,0.0,0,0.0,1,0,0.055940660313386736,34.49653405717952,0,0,7,10,4,12.607831692443874,0,0,7,9,5,12.301603160412155,0,12.61257450919087,0.4888118679373227,1.638400810550722,Dropout
1,39.0,1,8014.0,0,1,133.1,1,34.118280434105515,34,0,0,97.59856702842127,1.0,0,0.0,1,0,0.0,29.315414490948047,0,0,6,9,0,0.0,0,0,5,9,0,0.0,0,7.670968260463311,2.46594884134708,0.18437176889233972,Dropout
1,39.0,1,9147.0,1,12,133.1,1,37.0,37,9,9,125.88849654968624,0.0,0,0.0,1,0,0.0,26.177699309937246,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
1,39.0,1,9003.0,1,19,133.1,1,37.074751682584335,36,4,8,110.0,0.0,0,0.9252483174156658,0,0,0.0,39.40198653932533,0,0,6,12,4,12.702822812640367,0,0,6,15,2,12.336644229124717,0,11.42890740337107,0.7644537016855351,1.5655097698872487,Dropout
2,1.0,1,9085.0,1,1,137.70863017691,1,17.735972584108666,1,4,3,132.14474524593547,0.8194246548726665,0,0.18057534512733353,0,0,0.0,21.541726035382002,0,0,5,7,0,2.347479486655336,3,0,5,10,0,0.0,3,10.222158895592534,1.6166904141528002,1.4835830099191865,Dropout
1,40.72821907778948,1,9247.087123688842,1,5,131.32857544526578,1,34.0,32,0,2,113.8452874480816,1.0,0,0.0,0,0,0.0,25.407671383315776,0,0,5,10,0,0.0,0,0,5,10,0,0.0,0,8.377698585005266,1.1310137838789402,-1.1662684068989548,Dropout
1,39.0,1,9085.0,1,8,133.68313074664252,1,1.1690234048239163,1,4,3,121.83390394233949,1.0,0,0.0,0,0,0.0,28.830976595176082,0,0,5,12,0,0.8873728753255605,3,0,5,8,0,1.0141404289434988,0,9.653535107235875,-0.6901347868644545,-2.7050475411572856,Dropout
1,39.0,1,9147.0,1,11,132.99476746638402,1,19.0,36,6,9,118.31202172933314,0.0,0,0.0,0,0,0.0,30.830270107071005,0,0,5,7,1,12.915135053535503,1,0,5,9,3,11.834161762323964,0,10.8,1.4,1.74,Dropout
1,48.57936213797472,1,9147.0,1,1,131.3690432069621,1,1.0,1,4,4,117.25942309571205,0.0,0,0.0,1,0,0.0,24.09226080174052,0,0,5,10,1,7.32291280609182,0,0,5,5,0,3.4796669266613414,0,12.431350824113904,1.2656754120569522,0.1803152248607871,Dropout
1,1.0,1,9254.0,1,1,130.3941240329098,1,37.70265099262745,24,4,4,103.35758411796081,0.29734900737255077,0,0.0,1,0,0.0,20.405301985254898,0,0,6,15,2,11.297349007372551,0,0,6,12,0,3.86553709584316,0,11.18352006239999,3.372916091890194,-1.0993550051074474,Dropout
1,17.0,4,9670.0,1,1,126.07560380462347,1,1.1512076092469392,1,3,6,115.77458891513837,0.0,0,0.0,0,0,0.0,19.07560380462347,0,0,6,6,3,12.641465401288151,0,0,6,9,4,12.132700064316962,0,10.8,1.4,1.74,Dropout
1,16.536931922645884,1,171.0,1,1,146.01296141921213,2,37.0,37,9,1,150.36946021160313,1.0,0,0.02894175483463224,0,0,0.0,19.231534038677058,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.271360136806404,2.7942116490330733,-3.933235113824311,Dropout
1,17.0,5,9238.0,1,1,131.27866755443284,1,1.0,3,3,2,131.4157590944785,1.0,0,0.0,1,0,0.0,18.0,0,0,6,7,4,12.014734176711189,0,0,6,7,4,12.538619967170765,0,9.494746968507162,-0.7219730847588074,-2.833529754043051,Dropout
1,43.0,1,9853.0,1,1,135.25785783342536,1,37.474214216657465,24,6,4,123.20100701164918,0.0,0,0.0,1,0,0.0,26.267927949917173,0,1,6,8,5,13.631614282691212,0,0,6,8,5,12.711321324986196,0,11.13509308503037,1.5660360250414134,-2.3733841876535986,Dropout
1,11.41463516834197,1,8014.0,0,39,118.62042650989314,1,34.51676771780764,21,9,3,121.03468011758015,0.0,0,0.13795734901068657,0,0,0.0,34.620426509893136,0,5,9,14,4,12.862042650989313,0,4,8,9,4,13.674123458044122,0,9.907088647778012,1.2482469160882446,2.8988489438826583,Dropout
